company_name,industry,sub_industry,company_stage,company_size,role_title,role_description,required_skills,nice_to_have_skills,location,salary_min,salary_max,visa_sponsorship,min_experience_years
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Senior Research Scientist,Lead research projects in drug development,"Molecular biology, Drug development, Project management",,Remote/Not Specified,120000,160000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Regulatory Affairs Manager,Manage regulatory submissions and compliance,"FDA regulations, CTD format, Regulatory strategy",,Remote/Not Specified,110000,140000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Manufacturing Process Engineer,Optimize pharmaceutical production processes,"GMP, Process validation, Six Sigma",,Remote/Not Specified,85000,115000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Quality Control Analyst,Perform product testing and quality assurance,"Laboratory techniques, Quality standards, Documentation",,Remote/Not Specified,65000,85000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Medical Science Liaison,Serve as scientific resource to healthcare providers,"Clinical expertise, Scientific communication, Relationship building",,Remote/Not Specified,130000,180000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",VP Clinical Development,Lead clinical development strategy,"Clinical development, Team leadership, Strategic planning",,Remote/Not Specified,250000,400000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Biostatistician,Analyze clinical trial data,"SAS, Statistical analysis, Clinical trials",,Remote/Not Specified,90000,120000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Drug Safety Specialist,Monitor and report drug safety data,"Pharmacovigilance, Safety reporting, Medical terminology",,Remote/Not Specified,75000,95000,True,2
Pfizer,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Chief Medical Officer,Provide medical and scientific leadership,"Clinical development, Executive leadership, Strategic planning",,Remote/Not Specified,400000,500000,True,2
Pfizer Inc.,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Clinical Research Associate II,Monitor clinical trials and ensure protocol compliance,"Clinical trial monitoring, GCP, ICH guidelines, CTMS systems","Project management, Medical writing","New York, NY",75000,95000,True,3
Pfizer Inc.,Healthcare,Pharmaceuticals,Public,"Enterprise (5,000+)",Senior Regulatory Affairs Specialist,Prepare and review regulatory submissions for FDA approval,"FDA regulations, eCTD, Regulatory writing","Project management, Global regulations","Cambridge, MA",95000,130000,True,5
Medtronic,Healthcare,Medical Devices,Public,"Enterprise (5,000+)",R&D Engineer II - Cardiac Rhythm,Design and develop cardiac rhythm management devices,"Electrical Engineering, Medical Device Design, FDA Regulations","Six Sigma, Project Management","Minneapolis, MN",85000,120000,True,3
Medtronic,Healthcare,Medical Devices,Public,"Enterprise (5,000+)",Quality Systems Specialist,Ensure compliance with FDA and ISO requirements,"ISO 13485, GMP, Quality Systems","Audit Experience, CAPA Management","Dublin, Ireland",65000,90000,True,2
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)","Research Associate I, mRNA Process Development",Support mRNA drug substance process development activities and technology transfer,"BSc in Biology/Biochemistry, Aseptic technique, Cell culture, PCR","Industry GMP experience, Automation systems","Cambridge, MA",65000,85000,True,0
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)","Senior Scientist, Analytical Development",Lead analytical method development for mRNA-based therapeutics,"PhD in Chemistry, HPLC, Mass Spectrometry, Method Validation","DOE, Quality by Design principles","Norwood, MA",120000,160000,True,5
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)",Clinical Research Manager,Oversee clinical trial execution and CRO management,"Clinical trial management, GCP, Protocol development","Oncology trials experience, Project management certification","Cambridge, MA",110000,140000,True,7
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)","VP, Regulatory Affairs",Lead regulatory strategy and agency interactions globally,"15+ years regulatory experience, IND/BLA filings, FDA interactions","Legal background, International regulatory experience","Cambridge, MA",250000,350000,True,15
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)",Manufacturing Associate III,Execute GMP manufacturing of drug substance and drug product,"GMP manufacturing, Aseptic technique, Batch record review","Six Sigma, Previous mRNA experience","Norwood, MA",75000,95000,True,3
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)",Quality Control Analyst II,Perform release and stability testing of raw materials and products,"QC testing methods, GMP, Documentation practices","USP/EP methods, Method transfer experience","Norwood, MA",70000,90000,True,2
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)","Director, Process Development",Lead process development and scale-up activities,"Process development, Tech transfer, People management","Six Sigma Black Belt, PAT tools","Cambridge, MA",180000,240000,True,12
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)",Biostatistician II,Provide statistical support for clinical trials and research,"SAS, Clinical trial statistics, Study design","R, Bayesian methods","Cambridge, MA",95000,125000,True,3
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)",Supply Chain Specialist,Manage raw material ordering and inventory control,"Supply chain management, ERP systems, Inventory control","SAP, Cold chain logistics","Norwood, MA",75000,95000,False,2
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)","Senior Manager, Business Development",Lead partnership opportunities and licensing deals,"Business development, Deal structuring, Market analysis","PhD, Previous biotech experience","Cambridge, MA",140000,180000,True,8
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)",Automation Engineer,Implement and maintain automated manufacturing systems,"PLC programming, SCADA, Industrial automation","Rockwell, DeltaV","Norwood, MA",90000,120000,True,4
Moderna,Healthcare,Biotechnology,Public,"Enterprise (5,000+)",Chief Medical Officer,Provide medical and scientific leadership for clinical programs,"MD degree, Clinical development, Regulatory strategy","MBA, Public company experience","Cambridge, MA",400000,500000,True,15
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Hospital Administrator,"Oversee daily operations of hospital facility, ensure regulatory compliance, manage budgets and staff","Healthcare administration, Budget management, Staff leadership, Regulatory compliance","MBA/MHA, Previous hospital C-suite experience","Nashville, TN",150000,225000,False,10
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Clinical Operations Manager,Manage clinical staff and ensure quality patient care delivery across departments,"RN license, Clinical management, Staff scheduling, Quality metrics","BSN, Lean Six Sigma","Houston, TX",85000,120000,False,5
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Revenue Cycle Specialist,"Process medical billing, insurance claims, and manage accounts receivable","Medical billing, ICD-10 coding, Healthcare revenue cycle","RHIT certification, Epic experience",Remote,45000,65000,False,1
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Chief Medical Officer,"Provide clinical leadership and oversight of medical staff, quality programs","MD/DO, Board certification, Medical staff leadership","MBA/MHA, Research publication history","Nashville, TN",350000,500000,True,15
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Patient Experience Coordinator,Monitor patient satisfaction metrics and implement improvement initiatives,"Healthcare customer service, Data analysis, Project management","CPXP certification, Bilingual Spanish","Miami, FL",50000,70000,False,2
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Healthcare IT Director,Lead healthcare technology initiatives and EHR system management,"Healthcare IT, Epic systems, Project management","CHCIO certification, ITIL certification","Nashville, TN",130000,180000,True,8
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Quality Improvement Specialist,Monitor clinical quality metrics and lead process improvement projects,"Quality improvement, Data analysis, Healthcare regulations","CPHQ certification, Six Sigma Green Belt","Dallas, TX",65000,85000,False,3
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Supply Chain Manager,Manage medical supply procurement and inventory for hospital facilities,"Healthcare supply chain, Inventory management, Vendor relations","CMRP certification, Oracle experience","Las Vegas, NV",75000,95000,False,5
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Clinical Documentation Specialist,Review medical records for accuracy and compliance,"RN license, ICD-10 coding, Clinical documentation","CCDS certification, Epic experience",Remote,70000,90000,False,3
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",VP of Operations,Strategic leadership of hospital operations across multiple facilities,"Healthcare operations, P&L management, Strategic planning","MBA/MHA, Multi-facility management","Nashville, TN",200000,300000,False,12
HCA Healthcare,Healthcare,Hospital Management,Public,"Enterprise (5,000+)",Risk Management Coordinator,Monitor and manage clinical risk and patient safety programs,"Healthcare risk management, Policy development, Incident investigation","CPHRM certification, Legal background","San Antonio, TX",60000,80000,False,3
UnitedHealth Group,Healthcare,Health Insurance,Public,"Enterprise (5,000+)",Healthcare Economics Analyst,Analyze healthcare cost trends and utilization patterns,"SQL, R, Healthcare Analytics, Statistics",,Remote/Not Specified,75000,95000,True,2
UnitedHealth Group,Healthcare,Health Insurance,Public,"Enterprise (5,000+)",Clinical Program Manager,Oversee clinical care programs and provider networks,"RN License, Care Management, Clinical Operations",,Remote/Not Specified,95000,125000,True,5
UnitedHealth Group,Healthcare,Health Insurance,Public,"Enterprise (5,000+)",Medicare Product Director,Lead Medicare Advantage product strategy and implementation,"Medicare regulations, Product Management, Strategy",,Remote/Not Specified,150000,200000,True,8
UnitedHealth Group,Healthcare,Health Insurance,Public,"Enterprise (5,000+)",Claims Operations Specialist,Process and adjudicate healthcare claims,"Claims Processing, ICD-10, Healthcare Benefits",,Remote/Not Specified,45000,65000,True,0
UnitedHealth Group,Healthcare,Health Insurance,Public,"Enterprise (5,000+)",Provider Network Manager,Develop and maintain provider network relationships,"Contract Negotiation, Provider Relations",,Remote/Not Specified,85000,110000,True,4
UnitedHealth Group,Healthcare,Health Insurance,Public,"Enterprise (5,000+)",Actuarial Analyst,Perform actuarial analysis for insurance products,"Actuarial Exams, Statistical Modeling, Excel",,Remote/Not Specified,70000,90000,True,1
UnitedHealth Group,Healthcare,Health Insurance,Public,"Enterprise (5,000+)",VP of Medical Management,Direct clinical programs and medical policy,"MD/DO, Executive Leadership, Medical Management",,Remote/Not Specified,250000,400000,True,15
